customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,customer_region_Nordeste,customer_region_Norte,customer_region_Sudeste,customer_region_Sul
49,8,350.65,4,29.65,9,14,1,42.95,3,4,8,6,False,False,True,False
19,7,480.57,4,1.41,9,9,2,24.39,2,0,10,3,False,False,False,True
50,87,742.01,2,140.46,5,2,1,28.15,1,1,10,3,False,False,False,False
68,11,639.88,4,73.96,4,9,2,44.13,3,4,10,8,True,False,False,False
29,20,378.44,3,17.91,5,4,2,51.37,2,0,8,4,False,True,False,False
40,35,233.57,3,60.22,5,13,0,36.94,1,1,2,1,False,True,False,False
39,73,485.01,6,9.19,11,6,3,53.99,3,0,8,2,False,False,False,False
41,77,1201.05,2,8.09,11,12,1,19.2,3,2,8,6,False,False,False,True
41,47,170.19,4,24.71,8,12,1,22.63,3,2,2,5,False,True,False,False
27,9,881.32,5,8.6,10,5,4,45.78,1,2,3,5,False,False,False,False
30,13,572.35,2,34.02,9,7,4,26.96,2,1,7,3,False,True,False,False
26,54,443.04,1,4.09,1,3,3,42.22,3,1,2,4,True,False,False,False
35,55,116.91,2,44.76,1,2,4,44.52,1,2,1,5,False,False,True,False
26,44,241.36,6,30.81,4,3,3,27.19,3,0,6,2,True,False,False,False
32,56,150.6,6,11.11,11,3,2,33.22,3,3,8,6,False,False,True,False
37,27,636.38,5,5.54,10,2,3,42.42,2,1,1,4,False,False,False,False
51,74,551.6,2,16.95,3,12,3,37.63,3,2,8,5,True,False,False,False
42,1,698.97,4,77.98,9,13,0,41.1,2,1,11,2,False,False,True,False
34,39,200.12,5,3.02,4,10,1,56.3,3,1,4,3,False,True,False,False
32,63,509.31,5,5.98,4,9,2,24.15,2,2,10,5,False,False,True,False
53,114,597.89,5,2.12,8,13,1,40.01,1,1,5,4,False,False,False,False
58,26,414.43,2,35.55,6,11,0,32.31,1,1,10,1,False,False,False,False
46,76,246.43,2,15.33,8,5,1,32.31,2,0,2,5,False,False,True,False
34,20,587.17,3,58.73,7,9,0,36.98,3,0,8,1,False,False,False,False
50,56,237.94,4,17.96,6,4,1,43.92,1,0,10,2,False,False,False,False
55,102,1386.85,5,0.15,11,3,5,45.19,2,1,9,3,False,False,False,True
30,40,700.53,5,14.13,8,10,1,26.09,3,2,0,6,False,False,True,False
32,7,330.03,4,40.74,5,6,2,48.12,1,3,5,6,False,False,True,False
18,61,1000.58,6,40.24,4,10,1,36.9,1,2,8,6,False,False,True,False
41,43,51.75,6,36.92,2,13,2,47.69,2,2,0,6,False,False,False,False
59,71,254.47,5,8.47,2,13,4,21.93,2,4,2,6,False,False,False,True
27,37,413.75,1,17.77,9,6,1,57.11,3,0,1,1,False,True,False,False
28,115,208.24,3,1.81,6,4,3,5.93,1,4,10,8,False,True,False,False
47,95,175.25,4,58.83,2,9,1,37.18,1,1,2,4,False,False,True,False
63,6,61.75,4,81.68,6,14,1,62.32,3,3,10,5,False,False,False,False
22,40,437.56,4,22.68,6,12,3,31.6,1,1,11,3,False,False,False,True
54,95,864.07,6,23.97,10,7,1,18.65,1,0,8,4,False,True,False,False
31,119,882.62,2,31.67,5,12,0,30.2,3,2,1,2,False,False,False,True
30,91,202.48,3,23.26,6,4,1,39.75,2,1,3,3,False,True,False,False
66,55,219.74,6,71.01,6,3,4,50.99,2,0,5,3,False,True,False,False
18,2,436.62,4,5.01,11,10,0,21.75,2,0,7,0,False,False,False,True
19,95,58.63,2,2.52,3,2,1,35.3,2,2,1,3,False,False,False,False
18,105,396.01,1,112.15,4,13,2,44.93,2,2,9,4,False,False,True,False
43,25,502.31,2,19.56,5,7,3,40.43,3,3,1,6,False,False,False,False
67,83,106.93,4,31.03,10,13,1,28.97,1,1,3,3,False,True,False,False
31,99,103.61,1,0.89,9,14,3,51.47,2,1,10,4,False,False,True,False
26,76,66.67,6,20.46,2,11,1,36.07,1,1,11,3,False,False,False,True
35,50,264.52,6,7.37,6,13,3,40.89,3,1,2,5,True,False,False,False
18,32,379.03,2,15.64,7,7,3,31.84,1,1,0,4,False,False,False,True
53,32,163.46,4,0.72,8,12,3,47.89,3,2,10,5,False,False,False,True
21,4,371.21,6,45.42,2,6,1,29.22,3,2,4,4,False,True,False,False
63,87,157.43,2,13.09,10,11,0,47.54,1,1,1,3,False,False,False,False
33,8,400.55,6,57.85,7,14,1,28.47,3,0,1,2,False,False,True,False
58,84,286.78,6,27.59,3,2,0,54.45,2,0,6,1,False,False,False,True
67,33,302.89,2,22.97,5,10,0,58.88,3,1,2,1,False,False,False,False
50,8,124.93,3,26.82,6,5,5,60.23,1,2,2,5,False,False,False,True
40,33,448.49,3,7.8,3,4,3,55.66,2,1,2,4,False,False,False,True
39,65,470.23,1,3.6,3,12,2,40.22,2,4,11,6,False,True,False,False
31,4,885.1,6,11.54,1,8,2,55.21,3,0,4,1,False,True,False,False
52,106,542.7,1,8.22,7,5,1,39.87,2,0,5,2,True,False,False,False
64,114,183.02,2,5.66,1,8,0,43.89,1,1,8,2,False,False,False,False
55,118,791.94,5,30.78,3,8,3,18.05,2,2,7,4,False,False,True,False
54,101,86.15,2,112.42,11,10,3,36.23,3,1,0,2,False,False,False,True
18,90,706.8,5,21.35,8,4,2,29.36,2,0,4,2,True,False,False,False
26,117,649.44,3,4.71,7,2,2,42.08,1,1,11,3,False,False,False,False
47,16,302.88,4,72.49,5,2,6,39.62,3,1,6,3,True,False,False,False
19,83,122.65,3,13.89,4,2,2,29.02,2,2,7,7,False,False,False,True
63,32,83.34,2,0.46,7,2,2,48.56,2,2,4,4,False,False,True,False
26,1,196.28,4,16.38,7,12,3,23.0,1,1,11,4,False,False,False,True
67,102,525.26,4,3.34,11,8,3,13.24,1,1,11,3,False,True,False,False
40,34,595.57,4,3.81,9,14,3,43.9,1,1,6,4,False,False,False,False
54,65,600.72,3,11.79,11,11,1,48.42,1,4,9,6,False,False,False,False
65,103,338.61,3,40.24,3,9,3,26.41,1,4,7,7,True,False,False,False
54,11,600.03,3,3.07,9,5,1,24.73,1,3,5,7,False,False,True,False
47,104,424.64,1,43.43,1,10,3,32.97,2,0,2,1,False,False,True,False
50,27,373.87,2,39.49,2,10,1,45.59,1,2,6,4,False,False,False,True
31,24,239.0,2,16.32,2,14,3,22.79,1,1,6,4,False,False,False,False
51,92,244.52,2,6.12,7,2,2,58.48,1,0,6,3,False,True,False,False
26,17,273.42,3,26.7,2,7,1,41.2,2,0,6,1,False,True,False,False
21,51,381.61,3,23.81,5,13,3,35.79,2,2,7,4,False,False,False,True
68,72,1065.27,1,12.4,3,7,2,42.56,1,1,7,4,False,False,True,False
67,108,723.53,4,17.85,11,10,1,25.29,1,3,7,5,False,False,True,False
55,2,696.22,3,111.88,6,14,1,40.51,1,2,3,6,False,True,False,False
44,86,568.92,4,7.76,4,12,0,22.44,1,0,0,0,False,False,False,True
26,58,1775.08,2,39.88,5,11,1,43.62,1,1,3,3,False,False,False,False
65,115,263.6,4,30.95,5,13,2,27.83,2,2,6,6,False,False,True,False
26,113,525.67,2,109.29,5,8,1,48.19,1,2,1,5,False,False,True,False
58,80,266.26,4,16.63,9,6,1,35.55,1,2,2,4,False,False,False,False
22,32,382.72,5,52.5,2,4,3,55.87,1,2,2,4,False,False,False,False
30,26,861.48,5,14.41,9,7,1,21.31,3,1,5,3,False,False,False,False
52,76,415.49,1,0.8,5,6,3,50.8,1,0,8,4,False,False,True,False
63,102,147.8,6,12.51,3,13,3,26.47,1,0,7,3,False,False,False,False
56,119,448.04,3,21.23,8,11,1,28.03,3,2,8,5,False,False,True,False
62,19,549.62,1,3.84,6,9,1,41.44,1,2,11,5,False,False,True,False
21,108,683.39,2,55.47,10,12,4,50.04,1,2,7,5,False,False,False,True
26,51,416.54,6,2.43,10,5,4,44.13,2,0,8,4,False,False,True,False
40,53,147.47,4,92.68,2,14,1,32.52,3,2,10,4,False,False,False,False
19,57,602.2,2,6.77,10,13,2,51.97,3,2,11,4,False,False,True,False
58,86,1276.13,4,87.36,8,3,3,21.05,2,5,10,8,False,False,False,False
22,86,402.14,4,44.12,9,6,1,44.86,1,0,1,2,False,False,False,False
37,53,259.08,3,75.25,1,4,1,50.81,3,2,3,7,False,False,True,False
45,111,670.27,4,40.0,11,6,1,21.28,3,1,4,4,True,False,False,False
69,21,456.68,1,7.54,1,5,2,45.04,1,1,9,3,False,False,False,True
40,101,135.68,6,30.34,5,9,2,24.84,1,1,3,3,True,False,False,False
47,22,293.76,2,23.4,7,4,0,39.26,3,1,2,2,False,True,False,False
62,28,525.01,1,20.25,3,5,2,61.92,1,3,10,5,False,False,False,True
56,24,789.15,6,7.97,11,12,2,38.52,3,2,4,4,False,True,False,False
26,5,1002.8,4,57.79,7,7,0,42.37,3,2,2,2,False,False,True,False
53,25,504.75,4,27.33,11,7,2,32.18,2,4,10,9,False,True,False,False
22,98,560.38,3,3.37,9,3,2,29.77,2,3,11,6,True,False,False,False
44,17,317.4,2,34.87,2,14,0,34.84,1,1,8,1,False,False,False,False
33,111,383.44,2,1.24,11,8,2,56.0,1,1,3,3,False,True,False,False
45,26,683.05,3,4.17,4,5,3,5.95,2,1,7,6,False,False,False,False
34,38,1094.1,4,16.76,11,8,3,26.51,3,1,4,5,False,False,True,False
65,114,159.25,3,22.76,2,4,3,47.06,2,2,4,5,False,False,False,False
28,46,489.61,1,17.65,10,14,1,30.82,3,1,3,2,False,False,False,True
19,113,198.1,3,3.57,1,2,1,31.99,3,2,10,4,False,False,True,False
41,49,874.28,6,54.83,1,14,2,25.86,2,0,3,4,True,False,False,False
23,71,113.8,3,18.72,9,6,2,20.23,2,2,3,4,False,True,False,False
48,101,560.33,2,6.72,8,9,3,23.73,2,1,11,4,False,False,False,False
54,109,694.73,2,6.08,10,9,4,40.84,3,3,8,7,True,False,False,False
38,119,522.15,3,79.0,3,13,5,29.29,2,1,9,3,False,False,True,False
62,45,719.25,4,5.28,6,2,2,34.49,1,1,0,4,False,True,False,False
22,84,617.18,1,4.37,5,6,4,31.01,3,0,9,3,False,True,False,False
55,42,111.3,4,20.05,2,7,3,26.39,2,1,11,3,False,False,False,False
23,97,1004.38,5,9.61,4,2,0,65.44,2,3,11,4,False,True,False,False
63,69,574.37,6,0.58,9,10,2,40.74,3,1,9,4,True,False,False,False
44,8,220.46,4,23.75,8,10,1,46.25,3,2,1,5,True,False,False,False
58,112,608.02,3,32.03,5,6,0,49.61,3,4,1,10,False,True,False,False
24,56,429.21,1,67.98,8,2,2,25.87,1,2,9,5,True,False,False,False
25,106,210.74,6,87.75,11,3,1,48.28,2,4,2,6,False,False,False,False
55,12,92.68,6,40.41,9,13,3,27.73,1,2,1,6,True,False,False,False
23,40,307.57,5,13.19,5,12,0,54.67,1,3,1,3,False,False,False,False
62,29,791.34,1,11.14,6,8,3,34.48,3,0,0,3,False,False,True,False
49,88,273.76,5,37.31,6,9,2,32.09,3,2,8,4,False,False,True,False
54,67,83.33,2,3.26,4,11,0,49.72,3,0,9,0,False,False,True,False
67,30,201.89,1,28.45,4,7,0,26.2,3,1,10,1,False,False,False,True
22,56,511.03,3,23.63,6,5,1,17.24,1,4,7,7,False,False,False,False
34,62,271.43,2,24.94,6,7,1,36.41,1,2,3,4,True,False,False,False
45,49,179.06,5,6.13,6,8,3,47.87,2,1,7,7,False,True,False,False
54,68,1060.85,6,9.41,6,7,1,40.87,3,3,1,5,True,False,False,False
39,80,474.68,1,30.24,6,14,6,21.66,2,1,10,4,False,False,True,False
57,59,378.62,5,23.11,11,12,2,42.5,2,3,4,7,True,False,False,False
24,96,1086.46,4,17.79,3,2,1,27.11,1,0,0,2,False,False,False,True
20,115,273.11,4,29.58,2,14,0,44.43,1,1,4,2,False,False,True,False
43,30,658.72,4,16.66,2,10,4,29.08,3,0,7,5,False,False,False,True
61,52,678.12,5,77.02,1,8,3,51.03,2,1,10,4,False,False,False,False
38,47,446.76,4,11.34,5,11,3,58.5,2,3,1,8,False,True,False,False
32,20,168.52,3,2.9,2,7,0,35.22,2,3,11,4,False,True,False,False
49,103,1027.38,6,14.25,7,12,3,40.93,1,0,7,4,False,False,True,False
22,47,316.46,4,1.07,5,5,1,40.61,3,2,1,5,False,False,True,False
21,51,664.73,3,146.3,5,12,1,45.32,3,2,8,5,False,False,True,False
42,110,229.98,5,0.38,8,6,3,61.4,1,4,5,6,True,False,False,False
48,113,592.69,4,38.79,9,4,0,37.25,2,1,2,3,False,False,False,False
18,13,533.08,2,16.95,3,3,2,44.3,2,1,6,3,True,False,False,False
20,39,709.72,2,6.81,11,4,5,38.5,2,2,5,6,False,False,False,False
56,74,677.47,3,46.8,11,10,1,43.38,2,1,2,3,False,False,True,False
33,43,424.42,1,0.17,2,4,2,28.23,2,0,9,3,False,False,True,False
60,97,470.16,6,40.43,11,10,3,54.07,1,1,0,5,False,False,False,False
62,80,489.05,4,89.59,2,14,1,49.71,3,2,2,5,False,False,True,False
57,98,378.26,2,22.81,6,3,4,44.84,2,1,11,3,True,False,False,False
43,29,324.37,3,61.45,1,7,2,47.0,2,1,6,3,False,False,False,True
68,33,132.71,2,42.15,3,4,4,45.22,1,2,8,5,False,False,True,False
61,17,278.54,1,30.87,7,10,3,36.72,2,2,7,5,True,False,False,False
60,79,114.98,2,51.09,11,7,2,23.4,3,1,6,3,False,False,False,False
69,76,97.74,5,115.67,11,8,1,42.13,1,0,3,3,False,False,True,False
24,13,323.96,1,0.24,1,2,0,39.88,1,4,6,6,False,False,True,False
44,9,1075.37,2,0.87,11,7,0,26.33,3,0,6,0,False,False,False,False
27,58,216.17,6,19.93,5,14,2,20.09,2,3,9,6,False,False,True,False
19,16,1054.32,6,6.6,9,2,2,32.39,3,5,2,7,False,False,True,False
28,76,608.54,6,138.83,6,8,2,40.41,2,2,1,4,False,False,True,False
38,47,165.25,3,13.59,3,12,2,33.32,1,1,4,3,False,False,False,False
57,6,27.01,2,83.21,1,2,0,30.99,1,0,3,1,False,False,False,True
22,73,355.16,6,14.01,6,14,0,32.72,2,1,2,1,True,False,False,False
36,8,592.31,2,53.73,2,11,4,49.56,1,1,8,5,False,False,True,False
55,113,261.42,4,28.92,3,9,1,16.29,3,1,10,3,True,False,False,False
67,37,325.44,4,22.24,7,14,2,24.01,2,3,3,5,True,False,False,False
58,97,522.59,2,1.4,10,9,1,27.01,1,0,10,1,False,False,False,True
37,21,317.48,4,43.07,10,7,2,51.39,3,0,8,2,False,False,False,False
37,5,358.02,6,5.03,9,14,0,48.01,1,0,6,4,False,False,False,True
26,54,298.62,4,15.57,7,3,1,47.83,3,0,9,2,False,False,False,False
45,95,285.22,3,67.41,8,10,1,45.55,3,1,1,3,True,False,False,False
48,113,215.74,3,5.73,10,6,2,35.48,3,3,4,6,False,False,False,True
39,35,544.91,1,17.71,8,11,5,60.58,3,4,6,9,False,False,False,True
56,94,467.89,3,26.48,2,8,3,46.27,2,0,1,3,False,True,False,False
28,38,767.71,3,6.8,4,3,2,52.79,1,3,8,7,False,False,False,False
20,108,292.0,3,50.51,5,12,2,14.38,3,0,6,4,False,False,False,False
50,105,512.99,4,8.36,1,7,3,66.01,2,1,7,5,False,False,True,False
53,23,557.8,4,0.31,9,8,5,44.25,1,3,10,5,False,True,False,False
21,88,136.36,4,49.98,4,8,2,31.54,3,3,10,5,False,True,False,False
52,71,397.73,3,2.47,6,9,4,29.41,3,0,8,3,True,False,False,False
31,11,403.97,4,17.8,9,8,3,42.82,1,3,11,7,False,True,False,False
20,102,269.86,3,60.74,3,11,2,31.3,2,3,9,5,False,False,True,False
62,78,619.85,6,14.22,9,5,3,72.67,3,3,10,7,False,False,True,False
24,91,684.57,6,25.1,2,4,2,22.41,2,2,3,5,False,False,False,True
41,77,471.91,6,67.89,5,13,0,42.32,1,2,3,2,False,False,False,True
26,119,574.11,3,28.38,5,12,3,31.79,2,0,11,2,True,False,False,False
49,4,414.68,6,35.68,6,7,3,31.31,2,0,4,2,False,False,False,False
62,105,469.56,6,20.72,7,7,3,23.79,1,2,6,5,False,True,False,False
52,94,470.98,5,0.81,9,12,1,45.09,1,2,10,4,False,False,False,True
19,79,470.42,4,12.73,6,4,1,43.57,3,2,7,5,False,False,True,False
24,89,1235.83,6,44.18,8,12,2,56.66,3,1,3,4,False,False,False,True
35,71,96.54,3,28.25,2,2,2,56.28,1,2,3,5,False,False,False,False
60,8,411.19,6,50.45,6,7,1,29.23,2,1,8,3,False,False,False,True
32,74,267.62,4,128.32,11,12,1,30.59,2,2,1,5,False,False,True,False
59,45,597.99,3,20.7,8,4,2,41.97,1,0,6,2,False,False,True,False
67,51,739.57,4,30.17,11,2,2,10.35,2,2,1,5,False,False,True,False
40,60,251.26,3,31.4,4,5,4,61.84,3,3,4,6,False,False,True,False
40,84,569.84,1,39.44,3,8,2,26.67,3,1,0,5,False,False,False,True
56,102,257.43,1,13.14,4,2,4,29.74,3,3,0,6,False,False,True,False
67,81,509.48,2,10.42,1,11,1,46.92,2,1,3,2,False,True,False,False
62,96,228.39,5,101.98,3,6,0,34.7,1,0,9,0,False,False,False,True
26,94,330.85,5,51.66,9,10,4,48.23,2,0,0,1,False,False,False,False
28,82,289.1,1,36.66,6,6,2,37.6,2,1,2,3,False,False,False,True
53,69,362.46,4,5.46,4,3,5,18.89,3,0,9,3,False,False,False,False
23,9,481.75,2,68.52,8,11,4,31.16,3,1,5,6,False,False,True,False
45,63,503.68,3,17.14,2,5,2,55.84,3,4,9,7,False,False,False,True
47,43,280.34,2,3.04,8,3,2,41.72,3,1,4,4,False,False,False,True
45,36,345.83,1,34.27,5,14,2,29.5,2,1,6,4,True,False,False,False
19,88,197.07,3,11.56,5,6,3,42.61,1,2,1,6,False,True,False,False
31,116,273.0,3,4.6,3,12,5,69.28,3,1,4,3,False,False,False,False
28,31,406.72,1,9.23,8,8,2,47.92,2,4,10,6,False,False,False,True
42,101,42.09,6,48.13,5,2,2,33.29,2,1,2,4,False,False,False,True
57,97,473.06,6,2.08,7,7,3,36.13,1,0,0,3,False,False,False,True
50,79,68.03,6,62.03,9,3,2,46.21,1,1,2,7,True,False,False,False
37,103,176.28,2,24.27,9,8,1,52.02,3,4,7,7,False,False,False,True
26,99,625.83,1,143.92,9,4,3,29.42,2,0,2,4,False,False,True,False
43,49,557.88,6,20.48,11,12,1,38.91,2,1,3,2,False,False,False,False
36,3,96.22,3,40.83,3,10,0,24.75,3,0,7,1,False,False,False,False
66,55,377.51,2,92.98,4,13,4,33.28,2,1,8,4,False,False,True,False
24,108,683.42,3,71.66,10,8,3,29.28,2,0,10,2,False,False,False,False
53,110,1130.84,6,54.85,3,3,3,10.32,3,2,9,6,False,False,False,True
58,108,869.29,2,52.08,7,14,0,52.17,3,2,3,2,True,False,False,False
37,35,174.4,1,8.98,1,3,3,29.27,2,0,6,2,True,False,False,False
69,28,181.62,5,10.83,8,6,0,49.81,3,3,7,5,False,False,False,False
31,102,140.0,4,26.97,4,3,2,34.58,1,2,1,6,False,True,False,False
39,52,169.52,2,12.68,3,7,3,32.27,1,2,5,4,False,True,False,False
42,51,711.66,5,61.1,5,7,4,30.14,3,1,6,4,False,False,False,False
40,88,526.18,6,19.12,2,9,2,46.66,3,1,3,3,True,False,False,False
25,112,461.41,5,109.28,1,11,3,42.34,2,0,7,4,False,False,True,False
65,27,685.24,6,2.54,7,6,3,18.14,3,1,1,3,False,False,True,False
66,18,373.25,3,14.06,1,11,5,25.3,3,2,6,5,False,True,False,False
67,43,1048.14,4,5.75,6,10,4,42.07,1,1,7,3,False,False,True,False
48,104,540.3,3,42.27,11,2,3,40.85,3,3,11,7,True,False,False,False
33,70,125.83,3,70.22,1,2,0,30.99,3,1,0,1,False,False,False,False
47,24,222.64,6,71.07,6,14,1,37.11,3,2,8,4,False,False,False,False
22,39,214.31,5,1.0,4,9,1,19.04,1,0,11,2,True,False,False,False
46,22,337.65,1,21.17,3,5,3,21.26,3,1,1,3,False,False,True,False
58,46,88.14,5,32.4,1,14,1,37.58,1,4,9,8,False,True,False,False
45,35,543.54,2,5.04,6,9,5,43.56,2,0,3,4,False,False,False,True
64,68,742.9,1,55.36,7,6,0,37.05,1,2,9,3,False,False,True,False
59,59,191.56,1,2.93,3,9,3,40.13,2,2,9,8,False,False,False,False
50,72,101.24,3,21.05,6,3,1,43.78,3,2,7,4,False,False,True,False
40,70,242.19,3,4.28,10,13,3,52.39,2,2,8,5,False,False,True,False
28,42,140.84,2,78.2,11,5,1,38.3,3,3,0,6,True,False,False,False
19,44,608.86,5,31.55,10,5,4,25.96,2,1,10,3,False,False,True,False
39,111,491.87,3,34.41,5,11,3,27.47,2,0,6,3,True,False,False,False
57,119,991.18,3,35.39,2,7,2,33.73,2,0,6,4,False,False,True,False
58,11,71.39,4,4.12,10,10,4,41.94,2,1,5,4,False,False,True,False
48,92,960.39,5,14.96,6,6,1,49.12,3,3,1,7,False,False,False,True
37,52,105.05,1,9.85,6,11,2,35.03,2,3,6,5,False,True,False,False
45,95,133.27,1,59.37,10,8,4,25.78,3,4,3,8,False,False,True,False
45,98,191.39,1,12.9,4,7,7,59.1,3,1,2,4,False,False,False,False
37,21,465.89,5,52.43,6,6,1,41.31,2,0,0,4,False,False,False,False
48,93,371.07,2,31.87,9,2,1,29.04,3,3,2,6,False,False,False,False
28,38,60.96,2,95.06,4,9,0,30.19,2,0,7,1,False,False,False,False
58,43,50.93,5,33.78,6,4,3,35.93,2,0,10,3,False,True,False,False
35,24,496.12,3,39.54,11,14,3,34.2,2,2,11,6,False,False,False,True
57,49,893.47,3,2.47,1,11,3,30.3,1,2,3,4,False,False,False,False
27,85,1136.38,1,70.64,10,2,4,17.23,1,1,2,6,False,False,True,False
54,97,839.1,4,77.66,5,12,5,30.42,2,4,6,7,True,False,False,False
26,108,323.19,6,41.18,4,11,2,51.53,1,2,0,5,False,False,True,False
19,85,428.1,4,77.12,5,6,3,47.3,3,2,9,6,False,False,True,False
34,107,264.22,5,19.4,7,7,4,43.66,1,3,2,7,False,False,False,False
53,37,141.02,3,25.22,4,10,3,36.59,1,2,10,5,False,False,False,False
20,60,510.24,1,39.35,10,13,1,49.11,2,4,9,8,False,False,True,False
51,89,132.83,1,48.84,1,11,2,21.01,3,2,3,6,False,False,True,False
65,8,357.25,4,4.83,10,12,2,41.41,3,3,11,6,False,False,False,False
56,71,216.93,1,105.78,2,7,5,50.06,1,1,3,6,False,False,True,False
27,59,1372.36,3,49.19,6,2,4,39.96,3,1,11,4,True,False,False,False
58,33,461.42,3,27.91,3,4,6,45.25,2,1,0,5,False,False,True,False
64,69,479.42,2,12.72,1,10,3,43.38,3,3,10,6,False,False,True,False
36,99,685.66,3,18.51,3,14,4,42.81,3,2,0,5,True,False,False,False
41,76,217.9,5,9.85,5,9,3,21.86,3,0,6,4,False,False,True,False
54,50,402.0,5,2.08,1,12,1,22.27,1,2,10,5,False,False,True,False
37,103,281.2,1,4.7,10,13,4,30.55,3,1,7,3,False,False,True,False
56,50,253.06,1,29.37,11,13,1,39.32,1,1,0,3,False,True,False,False
23,86,535.4,4,18.02,11,2,3,48.1,2,3,6,6,False,False,False,True
21,25,163.0,3,10.68,9,9,3,28.27,2,0,4,5,False,False,True,False
21,1,286.72,1,33.24,3,7,3,33.52,2,0,7,4,False,False,True,False
24,62,554.48,6,12.97,7,12,0,68.54,2,2,8,7,False,True,False,False
38,22,362.26,3,30.18,6,6,2,46.03,3,2,6,3,False,False,False,True
61,23,334.37,1,39.93,2,4,2,10.0,2,0,8,2,False,True,False,False
57,119,234.33,4,2.0,7,9,4,17.68,3,1,3,4,False,False,False,True
18,19,375.57,5,13.63,11,8,4,56.09,1,1,4,5,True,False,False,False
31,55,960.04,2,4.67,4,3,2,38.97,1,1,9,4,True,False,False,False
52,111,794.83,1,28.86,4,9,2,34.73,2,3,3,6,False,True,False,False
63,45,528.61,2,19.39,1,14,2,28.01,2,3,7,7,True,False,False,False
49,107,313.47,4,36.69,2,4,1,20.79,1,2,5,5,False,False,False,False
36,50,625.97,5,64.98,8,9,1,40.12,2,1,11,3,False,True,False,False
56,46,104.07,2,17.14,3,4,3,24.67,3,0,8,3,False,False,False,False
49,98,100.37,2,0.43,10,6,4,42.46,3,2,11,4,False,False,False,True
45,103,170.11,2,0.79,7,2,0,58.81,1,1,8,3,False,True,False,False
63,24,572.71,1,45.7,6,11,2,35.3,3,3,3,7,False,False,False,True
37,74,288.93,2,20.8,9,9,2,62.02,1,1,3,4,False,False,False,False
69,90,623.43,6,36.27,3,9,1,44.58,1,4,6,8,False,False,True,False
59,106,348.26,4,4.9,6,14,1,31.64,1,2,1,3,False,False,False,False
42,88,224.97,4,49.87,1,3,1,32.55,2,2,1,4,False,True,False,False
25,16,292.71,1,1.89,1,13,3,39.35,1,2,2,3,False,False,True,False
29,14,504.09,1,63.97,7,3,1,38.05,1,2,10,5,False,False,True,False
35,25,781.26,1,17.98,4,7,3,20.2,2,1,9,5,True,False,False,False
57,82,535.94,5,37.63,8,13,5,36.94,1,1,10,3,False,False,True,False
69,50,232.4,1,14.26,2,4,1,38.3,3,1,8,2,False,False,False,True
41,8,168.43,5,43.05,7,9,2,39.44,2,2,8,5,False,False,False,False
51,108,433.58,3,23.48,8,5,2,29.99,2,3,11,6,False,True,False,False
41,74,260.98,2,69.67,9,14,1,17.57,3,3,8,6,False,False,False,True
50,92,906.45,2,46.45,6,6,1,41.37,3,1,3,3,False,False,True,False
64,47,107.16,6,1.39,6,13,3,27.14,3,1,11,3,False,False,False,True
62,54,672.01,6,21.47,1,4,1,27.38,2,0,1,2,True,False,False,False
48,26,775.91,6,21.91,11,6,4,49.15,3,1,2,4,False,False,False,True
20,80,445.99,4,1.42,9,6,4,37.85,3,2,6,4,False,False,False,False
47,118,482.64,6,2.69,4,8,2,53.03,2,1,9,5,False,False,False,True
36,14,492.2,2,23.28,11,5,1,42.8,1,1,9,4,True,False,False,False
33,108,802.93,1,7.01,8,7,1,30.57,2,2,3,5,False,True,False,False
26,1,33.61,3,18.68,2,5,3,57.72,2,1,11,5,False,False,True,False
38,111,174.61,1,37.05,2,12,4,41.93,3,2,2,5,False,True,False,False
40,68,659.68,6,10.37,3,4,0,38.28,3,2,7,3,True,False,False,False
64,83,648.2,3,23.63,6,2,2,32.87,1,3,2,4,True,False,False,False
44,29,187.23,1,83.49,1,7,0,16.19,3,1,10,4,False,False,False,False
68,84,628.69,4,47.48,5,2,4,40.79,1,2,2,5,False,False,True,False
43,26,1014.85,3,38.77,10,14,3,31.75,3,0,9,3,False,True,False,False
51,112,169.79,2,6.01,10,4,2,18.33,2,2,7,5,False,True,False,False
62,27,122.62,4,13.34,6,7,3,38.98,1,0,11,2,True,False,False,False
67,78,484.34,1,25.45,4,6,1,36.47,3,2,2,3,False,False,False,True
40,105,289.45,6,52.81,9,13,1,26.45,3,1,9,3,False,False,True,False
38,1,555.58,6,11.69,10,11,1,41.86,1,0,10,4,False,False,False,True
59,26,245.56,6,21.38,6,5,2,36.76,3,2,9,4,False,False,False,False
65,111,202.92,6,59.14,1,11,3,22.38,3,2,1,6,False,False,False,False
34,50,1102.87,6,4.42,11,10,3,30.47,2,0,7,2,False,False,False,False
46,11,699.71,5,85.83,10,5,2,50.87,3,1,6,2,True,False,False,False
18,113,769.11,1,16.08,7,11,3,36.44,2,1,10,5,False,False,True,False
61,61,737.46,3,8.36,7,10,1,27.88,1,1,8,3,False,True,False,False
56,64,237.6,1,2.7,3,4,2,40.94,1,0,7,2,False,True,False,False
36,49,665.28,2,2.1,3,11,3,28.25,1,1,3,5,True,False,False,False
50,70,391.66,4,0.25,11,3,2,59.78,2,1,6,4,False,True,False,False
27,69,374.57,2,20.06,9,11,2,34.09,1,1,4,4,False,False,True,False
